0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	26	2	55	23	50	53	41	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	26	4	32	30	8	43	54	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	44	48	36	11	19	46	31	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	29	12	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	49	1	3	24	42	33	15	14	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	8	43	26	27	20	45	22	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	22	43	26	27	20	45	8	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	22	43	26	27	20	45	8	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	22	43	26	27	20	45	8	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	32	30	22	43	26	27	20	45	8	37	18	39	21	25	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	30	22	43	26	27	20	45	8	37	18	39	21	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	30	22	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	30	22	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	30	22	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	30	22	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	24	42	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	42	24	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	42	24	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	42	24	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	40	12	29	7	13	5	14	1	3	42	24	33	15	49	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	13	5	14	1	3	42	24	33	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	43	26	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	26	43	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	26	43	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	26	43	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	26	43	27	20	45	8	37	18	21	39	32	28
16	31	48	36	11	19	46	44	49	12	29	7	33	5	14	1	3	42	24	13	15	40	51	10	9	34	35	6	47	17	38	52	0	41	2	55	23	50	53	54	4	25	22	30	26	43	27	20	45	8	37	18	21	39	32	28
