0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
50	28	46	47	12	7	43	5	22	3	6	30	13	4	33	35	2	19	32	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	8	18	37	9	39	21	41	53	45	27	29	1	17	34	0	24	44	10
50	28	46	47	12	7	43	5	22	3	6	30	13	4	33	35	2	19	32	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	8	18	37	9	39	21	41	53	45	27	29	1	17	34	0	24	44	10
50	28	46	47	12	7	43	5	22	3	6	30	13	4	33	35	2	19	32	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	8	18	37	9	39	21	41	53	45	27	29	1	17	34	24	0	44	10
50	28	46	47	12	7	43	5	22	3	6	30	13	4	33	35	2	19	32	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	29	18	37	9	39	21	41	53	45	27	8	1	17	34	24	0	44	10
50	28	46	47	12	7	43	5	22	3	6	30	13	4	33	35	2	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	37	9	39	21	41	53	45	27	8	1	17	34	24	0	44	10
50	28	46	47	12	7	34	5	22	3	6	30	13	4	33	35	2	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	37	9	39	21	41	53	45	27	8	1	17	43	24	0	44	10
50	28	46	47	12	7	34	5	22	6	3	30	13	4	33	35	2	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	37	9	39	21	41	53	45	27	8	1	17	43	24	0	44	10
50	28	46	7	12	47	34	5	22	6	3	30	13	4	33	35	2	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	37	9	39	21	41	53	45	27	8	1	17	43	24	0	44	10
50	28	46	7	12	47	34	5	22	6	3	30	13	4	33	35	2	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	37	9	39	21	41	53	45	27	8	1	17	43	24	0	44	10
50	28	46	7	12	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	18	2	9	39	21	41	53	45	27	8	1	17	43	24	0	44	10
50	28	46	7	12	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	1	2	9	39	21	41	53	45	27	8	18	17	43	24	0	44	10
50	28	12	7	46	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	16	20	31	52	11	38	25	14	49	15	32	1	2	9	39	21	41	53	45	27	8	18	17	43	24	0	44	10
50	28	12	7	46	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	11	38	25	14	49	15	32	1	2	9	39	21	41	53	45	27	8	18	17	43	24	0	44	16
50	28	12	7	46	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	11	38	25	14	49	15	32	1	2	9	39	21	41	53	45	27	8	18	17	43	24	0	44	16
50	28	12	7	46	47	34	5	22	6	3	30	13	4	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	11	38	25	21	49	15	32	1	2	9	39	14	41	53	45	27	8	18	17	43	24	0	44	16
50	28	30	7	46	47	34	5	22	6	3	12	13	4	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	11	38	25	21	49	15	32	1	2	9	39	14	41	53	45	27	8	18	17	43	24	0	44	16
50	28	30	7	46	47	34	5	22	6	3	12	13	11	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	9	39	14	41	53	45	27	8	18	17	43	24	0	44	16
50	28	30	7	46	47	34	5	22	6	3	12	13	11	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	9	39	14	53	41	45	27	8	18	17	43	24	0	44	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	9	39	14	53	41	45	27	8	18	17	43	24	0	44	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	23	36	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	9	39	14	53	41	44	27	8	18	17	43	24	0	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	23	9	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	0	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	9	23	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	0	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	9	23	51	42	10	20	31	52	4	38	25	21	49	15	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	0	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	9	23	51	42	10	20	31	52	4	38	25	21	49	0	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	37	19	29	26	40	48	9	23	21	42	10	20	31	52	4	38	25	51	49	0	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	19	29	26	40	48	9	23	21	42	10	20	31	52	4	38	25	51	37	0	32	1	2	36	39	14	53	41	44	27	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	19	29	26	40	48	9	23	21	42	10	27	31	52	4	38	25	51	37	0	32	1	2	36	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	19	29	26	40	48	9	23	21	42	10	27	31	52	4	38	25	51	37	0	32	1	2	36	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	19	29	26	40	48	9	23	21	42	10	27	31	36	4	38	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	19	29	31	40	48	9	23	21	42	10	27	26	36	4	38	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	10	29	31	40	48	9	23	21	42	19	27	26	36	4	38	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	22	6	3	12	46	11	33	35	49	10	29	31	40	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	28	30	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	31	40	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	31	40	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	31	40	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	39	14	53	41	44	20	8	18	17	43	24	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	14	39	53	41	44	20	8	18	17	43	24	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	14	39	53	41	44	20	8	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	14	39	53	41	44	20	8	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	14	39	53	41	44	20	8	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	29	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	1	2	52	14	39	53	41	44	20	8	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	32	29	2	52	14	39	53	41	44	20	8	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	43	17	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	28	7	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	5	6	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	33	35	49	10	1	40	31	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	31	35	49	10	1	40	33	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	31	35	49	10	1	40	33	48	9	23	21	42	19	27	26	38	4	36	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	11	31	35	49	10	1	40	33	48	9	23	21	42	19	27	26	38	36	4	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	37	0	8	29	2	52	14	39	53	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	41	44	20	32	18	24	17	43	15	45	16
50	30	7	28	13	47	34	6	5	22	3	12	46	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	15	44	20	32	18	24	17	43	41	45	16
50	30	7	28	13	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	15	44	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	15	44	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	11	48	9	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	20	32	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	9	48	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	48	9	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	48	9	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	48	9	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	48	9	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
50	30	7	13	28	47	34	46	5	22	3	12	6	33	31	35	49	10	1	40	48	9	11	23	21	42	19	27	26	38	36	4	25	51	53	0	8	29	2	52	14	39	37	44	15	32	20	18	24	17	43	41	45	16
