0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
15	21	24	20	1	8	16	22	6	11	5	17	27	9	7	23	10	12	3	25	13	14	2	26	18	0	4	19
15	21	24	5	1	8	16	22	6	11	20	17	27	9	7	23	10	12	3	25	13	14	2	26	18	0	4	19
15	21	24	5	1	8	16	22	6	11	20	17	27	9	7	23	10	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	11	20	17	27	9	7	23	10	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	14	2	26	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	26	2	14	18	3	4	19
15	21	24	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	26	2	14	18	3	4	19
15	24	21	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	26	2	14	18	3	4	19
15	24	21	5	1	8	16	22	6	10	20	17	27	9	7	23	11	12	0	25	13	26	2	14	18	3	4	19
15	6	21	5	1	8	16	22	24	10	20	17	27	9	7	23	11	12	0	25	13	26	2	14	18	3	4	19
15	6	21	5	1	8	16	22	24	10	20	17	27	4	7	23	11	12	0	25	13	26	2	14	18	3	9	19
15	6	21	5	1	8	16	22	24	10	20	17	27	4	7	23	11	12	0	25	13	26	2	14	18	3	9	19
15	6	21	5	1	8	16	22	24	10	20	17	27	4	7	23	11	12	0	25	13	26	2	14	18	3	9	19
15	6	21	5	1	19	16	22	24	10	20	17	27	4	7	23	11	12	0	25	13	26	2	14	18	3	9	8
15	6	21	5	1	13	16	22	24	10	20	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	5	1	13	16	22	24	10	20	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	5	1	13	16	22	24	10	20	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	5	1	13	16	22	24	10	20	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	5	1	13	16	22	24	10	20	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	20	1	13	16	22	24	10	5	17	27	4	7	23	11	12	0	25	19	26	2	14	18	3	9	8
15	6	21	20	1	13	16	22	24	10	5	17	27	4	7	23	11	12	3	25	19	26	2	14	18	0	9	8
15	6	21	20	1	13	16	22	24	10	5	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	26	2	14	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	6	21	20	1	13	16	22	24	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	9	8
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	12	18	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	13	22	6	5	10	17	27	4	7	23	11	18	12	25	19	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	3	0	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	14	2	26	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	24	21	20	1	16	19	22	6	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	19	22	24	5	10	17	27	4	7	23	11	18	12	25	13	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	0	3	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
15	6	21	20	1	16	13	22	24	5	10	17	27	4	7	23	11	18	12	25	19	26	2	14	3	0	8	9
